#taxid	count	name
229202	1	"Vaccinium darrowii"
640630	1	"Loliinae"
177674	1	"Limnephilus"
154761	2	"Miscanthus floridulus"
87701	1	"Poa alpina"
1648017	150	"Hordeinae"
309978	1	"Zoysia japonica"
1972497	1	"Emergomyces orientalis"
8032	1	"Salmo trutta"
236851	1	"Sarcophaga variegata"
314457	1	"Carex praticola"
294049	1	"Tillandsia duratii"
2740763	1	"Lepadogaster candolii"
346820	1	"Philonthus cognatus"
578542	1	"Combretum micranthum"
158019	1	"Acanthosepion pharaonis"
202457	1	"Plecturocebus cupreus"
137246	1	"Chiloscyllium punctatum"
1110385	1	"Polygoneae"
495146	1	"Pseudophryne corroboree"
38937	1	"Anolis sagrei"
33118	1	"Nicandra physalodes"
125243	1	"Kengyilia thoroldiana"
1343680	1	"Narcine bancroftii"
1101112	1	"Hypsopygia rubidalis"
69234	1	"Poecilia picta"
753177	1	"Elophila nymphaeata"
15957	2	"Phleum pratense"
110193	1	"Nicrophorus vespilloides"
58023	541	"Tracheophyta"
64609	1	"Ilyonectria destructans"
1838142	1	"Cutaneotrichosporon"
249532	2	"Icerya purchasi"
1411667	1	"Andrena fulva"
85444	1	"Dolichovespula sylvestris"
2138324	1	"Cadophora sp. MPI-SDFR-AT-0126"
53862	1	"Dalbergia"
58047	2	"Torreya grandis"
3095121	1	"Spondylurus nitidus"
2925007	3	"Anilocra frontalis"
934850	1	"Eupithecia haworthiata"
287197	1	"Sesia bembeciformis"
2593313	1	"unclassified Penicillium"
93036	5	"Poa annua"
3054493	1	"Loboptera canariensis"
92724	3	"Dendrobates tinctorius"
272628	1	"Thymelicus sylvestris"
87704	2	"Poa flexuosa"
2881407	1	"Oscheius sp. G VE-2021"
105615	1	"Isopora palifera"
1437197	9942	"Petrosaviidae"
210850	1	"Perca schrenkii"
44586	1	"Panax notoginseng"
430624	2	"Elymus fibrosus"
1162220	1	"Drosophila fulvimacula"
3054492	1	"Loboptera troglobia"
48773	1	"Primulina tabacum"
33392	5	"Endopterygota"
455430	2	"Hibiscus mutabilis"
2778629	1	"Maratus speciosus"
282301	1	"Macrostomum lignano"
368345	14	"Beckmannia syzigachne"
631329	1	"Tachina lurida"
1206795	1	"Lophotrochozoa"
2730554	2	"Trichonephila antipodiana"
1587174	1	"Chrysolina oricalcia"
66646	1	"Tetraena mongolica"
228250	1	"Coreoperca whiteheadi"
1156411	1	"Coix lacryma-jobi var. lacryma-jobi"
4479	127953	"Poaceae"
175095	1	"Primula scotica"
12993	1	"Cassiopea xamachana"
13397	1	"Carcharodon carcharias"
112509	341	"Hordeum vulgare subsp. vulgare"
8038	1	"Salvelinus fontinalis"
2948570	5	"Poodinae"
39374	1	"Sphaerechinus granularis"
3193	4323	"Embryophyta"
4447	6103	"Liliopsida"
1138471	1	"Boreochiton ruber"
88211	1	"Petrolisthes cinctipes"
321387	1	"Angiostrongylus vasorum"
230148	1	"Liparis tanakae"
55489	1	"Posidonia oceanica"
10044	1	"Phodopus sungorus"
229376	1	"Uropetala carovei"
52152	2	"Elymus repens"
1648035	1	"Bambusodae"
572861	1	"Hofmannophila pseudospretella"
1594293	1	"Epinotia bilunana"
2837877	1	"Carpetania matritensis"
2778630	3	"Maratus speculifer"
3811	1	"Adenanthera pavonina"
1804623	1	"Chenopodiaceae"
370345	1	"Batillaria attramentaria"
934908	1	"Camptogramma bilineatum"
3824	1	"Canavalia gladiata"
95145	1	"Opsanus beta"
238501	2	"Genista pilosa"
1648003	2	"Arundinariinae"
291268	2	"Arma"
304850	1	"Babylonia areolata"
55767	1	"Bromus racemosus"
62019	1	"Hetaerina titia"
60746	1	"Acomys russatus"
147369	2	"Panicoideae"
212655	1	"Platycarya longipes"
878477	1	"Symbiodinium natans"
135765	1	"Macquaria australasica"
2752932	1	"Dryas iulia moderata"
97021	1	"Trifolium dubium"
87702	1	"Poa alpina subsp. vivipara"
262038	1	"Prenolepis imparis"
225387	1	"Ophiodon elongatus"
2320717	1	"Platanthera guangdongensis"
7671	1	"Strongylocentrotus droebachiensis"
1652081	20	"Poeae Chloroplast Group 2 (Poeae type)"
185202	1	"Smallanthus sonchifolius"
72727	2	"Ophioderma longicauda"
879004	1	"Stictoleptura scutellata"
192012	1	"Mikania micrantha"
2591979	1	"Allygus modestus"
4554	1	"Setaria"
2510888	1	"Bullacta caurina"
4638	1	"Ensete"
355514	1	"Leuresthes tenuis"
119604	1	"Drosophila lacertosa"
